Employee Id,Department,Job Title,Hourly Rate 
E03616,Information Technology,"Info Technol Prof A,Exempt",84.488
E03617,Information Technology,Info Technol Prof B-BU,68.171
E03618,Information Technology,"Info Technol Prof A,Exempt",85.41
E03619,Information Technology,Info Technol Prof B-BU,61.697
E03620,Information Technology,Info Technol Prof B-BU,66.404
E03621,Information Technology,Info Technol Prof B-BU,67.556
E03622,Information Technology,Info Technol Prof B-BU,67.55
E03623,Information Technology,"Info Technol Prof A,Exempt",81.025
E03624,Sustainability & Environment,"StratAdvsr2,General Govt",68.03
E03625,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03626,Police Department,Pol Lieut,88.39
E03627,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03628,Police Department,Pol Ofcr- Student,53.39
E03629,Police Department,Pol Ofcr-Patrl,76.59
E03630,Police Department,Pol Ofcr-Detective,75.61
E03631,Police Department,Pol Ofcr-Patrl,75.29
E03632,Police Department,Pol Ofcr-SWAT-BWV,75.6
E03633,Police Department,Pol Ofcr-Canine-BWV,69.73
E03634,Police Department,Pol Sgt-Diver-BWV,92.25
E03635,Police Department,Pol Sgt-Diver-BWV,92.25
E03636,Police Department,Pol Ofcr-Motorcycle-BWV,76.25
E03637,Police Department,Parking Enf Ofcr,37.18
E03638,Police Department,Parking Enf Ofcr,37.18
E03639,Police Department,Parking Enf Ofcr,37.18
E03640,Police Department,Parking Enf Ofcr,34.81
E03641,Police Department,Parking Enf Ofcr,37.18
E03642,Police Department,Admin Spec II-BU,34.63
E03643,Police Department,Pol Data Tech,39.04
E03644,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03645,Police Department,Pol Ofcr-BWV,66.48
E03646,Police Department,Pol Ofcr-Patrl-BWV,67.46
E03647,Police Department,Pol Ofcr-Patrl-BWV,74.63
E03648,Police Department,Pol Ofcr-BWV,66.48
E03649,Police Department,Pol Ofcr-BWV,59.25
E03650,Police Department,Pol Sgt-Patrl-BWV,84.62
E03651,Police Department,Pol Ofcr-Patrl-BWV,76.59
E03652,Police Department,Pol Ofcr-Patrl-BWV,71.37
E03653,Police Department,Pol Ofcr-BWV,59.25
E03654,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03655,Police Department,Pol Ofcr-Patrl-BWV,71.37
E03656,Police Department,Pol Ofcr-Patrl-BWV,67.46
E03657,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03658,Police Department,Pol Lieut,89.78
E03659,Police Department,Pol Ofcr-Patrl-BWV,67.46
E03660,Police Department,Pol Ofcr-BWV,59.25
E03661,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03662,Police Department,Pol Ofcr-Patrl-BWV,68.76
E03663,Police Department,Pol Sgt-Patrl-BWV,85.88
E03664,Police Department,Pol Sgt-Patrl-BWV,85.88
E03665,Police Department,Pol Ofcr-Patrl-BWV,74.63
E03666,Police Department,Pol Lieut-WC BWV,88.07
E03667,Police Department,Pol Ofcr-BWV,62.17
E03668,Police Department,"Photographer,Sr",39.73
E03669,Police Department,Pol Ofcr-Detective-Homicide,75.61
E03670,Police Department,Pol Ofcr-Detective-Homicide,75.61
E03671,Police Department,Pol Ofcr-Detective-Homicide,73
E03672,Police Department,Pol Sgt-Detective-Non Patrol,82.5
E03673,Police Department,Pol Ofcr-Detective,71.7
E03674,Police Department,Pol Ofcr-Detective,69.09
E03675,Police Department,Pol Sgt-Detective-Non Patrol,84
E03676,Police Department,Pol Recruit,36.69
E03677,Police Department,Crime Prev Coord,50.05
E03678,Police Department,"Manager2,Exempt",68.326
E03679,Legislative Department,Legislative Asst,57.9502
E03680,Office of Labor Standards,"Civil Rights Anlyst,Supvrsng",60.85
E03681,Mayor's Office,Executive4,107.729
E03682,Mayor's Office,Mayoral Staff Asst 2,53.077
E03683,Community Police Commission,"StratAdvsr1,Exempt",58.714
E03684,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher II,45.04
E03685,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher I,42.16
E03686,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher I,37.7
E03687,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher II,48.51
E03688,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher Supv,61.02
E03689,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher I,42.16
E03690,Neighborhoods,"Exec Asst,Sr",60.83
E03691,Planning & Comm Development,"Plng&Dev Spec,Sr-BU",60.83
E03692,Planning & Comm Development,"Manager2,Exempt",72.335
E03693,Seattle Public Library,Library Assoc II,31.57
E03694,Seattle Public Library,Library Assoc II,30.02
E03695,Seattle Public Library,Library Assoc II,33.15
E03696,Seattle Public Library,Library Assoc IV,43.85
E03697,Seattle Public Library,Library Assoc II,27.28
E03698,Seattle Public Library,Library Tech I,31.5
E03699,Seattle Public Library,Page,26.2
E03700,Seattle Public Library,Page,30.27
E03701,Seattle Public Library,Library Assoc IV,43.85
E03702,Seattle Public Library,Librn,43.76
E03703,Seattle Public Library,Librn,50.55
E03704,Seattle Public Library,Library Assoc IV,37.94
E03705,Seattle Public Library,Library Assoc IV,43.85
E03706,Seattle Public Library,Custodian,31.04
E03707,Seattle Public Library,Janitor-Library,27.07
E03708,Seattle Public Library,Janitor-Library,29.78
E03709,Seattle Public Library,Bldg Maint Wkr,39.11
E03710,Seattle Public Library,"Mgr,Cmputng Infr&Supp Svcs",75.23
E03711,Office of Economic Development,"StratAdvsr1,Exempt-P",54.249
E03712,Education & Early Learning,"Grants&Contracts Spec,Sr",40.02
E03713,Education & Early Learning,"StratAdvsr2,Exempt",68.272
E03714,Education & Early Learning,"Early Ed Spec,Sr BU",52.2
E03715,Education & Early Learning,"Early Ed Spec,Sr BU",52.2
E03716,Parks & Recreation,"StratAdvsr2,General Govt",68.03
E03717,Parks & Recreation,Muni Government Intern *,25.68
E03718,Parks & Recreation,High School Intern *,19.97
E03719,Parks & Recreation,High School Intern *,19.97
E03720,Parks & Recreation,"Civil Engrng Spec,Sr",64.43
E03721,Parks & Recreation,Admin Staff Asst,43.1
E03722,Parks & Recreation,Pntr,46.16
E03723,Parks & Recreation,HVAC Tech,57.35
E03724,Parks & Recreation,Maint Laborer,34.69
E03725,Parks & Recreation,Pool Maint Wkr,36.04
E03726,Parks & Recreation,Rec Cntr Coord,45.66
E03727,Parks & Recreation,Cust Svc Rep,32.31
E03728,Parks & Recreation,Gardener,34.4
E03729,Parks & Recreation,"Gardener,Sr",38.46
E03730,Parks & Recreation,Maint Laborer,34.69
E03731,Parks & Recreation,"Truck Drvr,Heavy",40.92
E03732,Parks & Recreation,Maint Laborer,34.69
E03733,Parks & Recreation,Maint Laborer,34.69
E03734,Parks & Recreation,Maint Laborer,34.69
E03735,Parks & Recreation,Maint Laborer,34.69
E03736,Parks & Recreation,Maint Laborer,34.69
E03737,Parks & Recreation,"Truck Drvr,Heavy",40.92
E03738,Parks & Recreation,Maint Laborer,34.69
E03739,Parks & Recreation,Maint Laborer,34.69
E03740,Parks & Recreation,Maint Laborer,34.69
E03741,Parks & Recreation,Laborer,31.13
E03742,Parks & Recreation,Lifeguard *,24.99
E03743,Parks & Recreation,Aquatic Cntr Coord,47.73
E03744,Parks & Recreation,Lifeguard *,24.99
E03745,Parks & Recreation,Lifeguard *,24.99
E03746,Parks & Recreation,Lifeguard *,24.99
E03747,Parks & Recreation,Lifeguard *,24.99
E03748,Parks & Recreation,Cashier *,24.98
E03749,Parks & Recreation,Lifeguard *,24.99
E03750,Parks & Recreation,Lifeguard *,24.99
E03751,Parks & Recreation,Lifeguard *,24.99
E03752,Parks & Recreation,Lifeguard *,24.99
E03753,Parks & Recreation,Lifeguard *,24.99
E03754,Parks & Recreation,Lifeguard *,24.99
E03755,Parks & Recreation,Lifeguard *,24.99
E03756,Parks & Recreation,Lifeguard *,24.99
E03757,Parks & Recreation,Lifeguard *,24.99
E03758,Parks & Recreation,"StratAdvsr1,Parks&Rec",55.411
E03759,Parks & Recreation,Rec Attendant *,24.99
E03760,Parks & Recreation,Rec Cntr Coord,51.23
E03761,Parks & Recreation,"Rec Cntr Coord,Asst",46.52
E03762,Parks & Recreation,"Rec Cntr Coord,Asst",43.21
E03763,Parks & Recreation,Rec Leader *,31.63
E03764,Parks & Recreation,Rec Leader *,31.63
E03765,Parks & Recreation,"Rec Prgm Spec,Sr",48.11
E03766,Parks & Recreation,Rec Prgm Coord,47.24
E03767,Parks & Recreation,Rec Attendant *,24.99
E03768,Parks & Recreation,Rec Attendant *,24.99
E03769,Parks & Recreation,Res Aide *,25.92
E03770,Parks & Recreation,Seattle Conserv Corps Supv,36.04
E03771,Parks & Recreation,Work Trng Enrollee *,19.97
E03772,Parks & Recreation,Counslr,45.92
E03773,Parks & Recreation,Rec Leader *,31.63
E03774,Parks & Recreation,Rec Attendant *,24.99
E03775,Human Services Department,"Accountant,Prin",51.95
E03776,Human Services Department,"Personnel Spec,Asst",33.71
E03777,Human Services Department,"StratAdvsr1,General Govt",63.411
E03778,Human Services Department,Cooperative Intern *,20.94
E03779,Human Services Department,"StratAdvsr2,Human Svcs",68.107
E03780,Human Services Department,Counslr,45.92
E03781,Human Services Department,Actg Tech II-BU,34.45
E03782,Human Services Department,"Human Svcs Coord,Asst",39.22
E03783,Human Services Department,"Human Svcs Prgm Supv,Sr",57.92
E03784,Human Services Department,"Manager3,Human Svcs",76.325
E03785,Human Services Department,Counslr,40.97
E03786,Human Services Department,Counslr,45.92
E03787,Human Services Department,Counslr,45.92
E03788,Human Services Department,Counslr,45.92
E03789,Human Services Department,Counslr,45.92
E03790,Human Services Department,"Grants&Contracts Spec,Sr",43.1
E03791,Arts & Culture,"Arts Prgm Spec,Sr *",47.55
E03792,Arts & Culture,Maint Laborer,34.69
E03793,Finance & Admin Services,Janitor-FAS/CL,27.94
E03794,Finance & Admin Services,"Warehouser,Chief",47.08
E03795,Finance & Admin Services,"StratAdvsr2,General Govt",68.578
E03796,Finance & Admin Services,Admin Staff Asst,44.83
E03797,Finance & Admin Services,"Auto Mechanic,Sr",54.19
E03798,Finance & Admin Services,Equip Svcr,34.67
E03799,Finance & Admin Services,"StratAdvsr1,PC&RM",54.742
E03800,Finance & Admin Services,Admin Spec II-BU,37.4
E03801,Finance & Admin Services,"Accountant,Sr",50.12
E03802,Finance & Admin Services,"StratAdvsr2,Exempt",66.22
E03803,Finance & Admin Services,Info Technol Prof B-BU,60.18
E03804,Seattle Dept of Human Resource,Personnel Anlyst,47.56
E03805,Seattle Dept of Human Resource,"Workers' Comp Anlyst,Sr",52.2
E03806,Seattle Dept of Human Resource,"StratAdvsr3,General Govt",80.416
E03807,Seattle Dept of Human Resource,"StratAdvsr2,Exempt",69.9514
E03808,City Budget Office,"StratAdvsr2,Exempt-P",69.36
E03809,Construction & Inspections,Land Use Plnr II,53.01
E03810,Construction & Inspections,Permit Tech,38.06
E03811,Construction & Inspections,Bldg Plans Examiner-BU,60.63
E03812,Construction & Inspections,"Civil Engrng Spec,Sr",64.43
E03813,Construction & Inspections,"Manager2,Engrng&Plans Rev",73.096
E03814,Construction & Inspections,Permit Tech Supv,47.56
E03815,Construction & Inspections,Executive2,102.158
E03816,Construction & Inspections,Housing/Zoning Inspector,45.66
E03817,Construction & Inspections,Personnel Spec,42.32
E03818,Construction & Inspections,Permit Tech,39.49
E03819,Construction & Inspections,Accountant,47.14
E03820,Construction & Inspections,"Personnel Spec,Sr",51.22
E03821,Fire Department,Fireftr-Trng Div-80 Hrs,59.98
E03822,Fire Department,Fireftr-Dispatcher-84 Hrs,65.07
E03823,Fire Department,Admin Spec III-BU,40.3
E03824,Fire Department,Fireftr-HM-90.46 Hrs,48.06
E03825,Fire Department,Fireftr-90.46 Hrs,44.72
E03826,Fire Department,Fireftr-VRT-90.46 Hrs,52.81
E03827,Fire Department,Fireftr-90.46 Hrs,49.48
E03828,Fire Department,"Fire Lieut, Sr-90.46 Hrs",65.08
E03829,Fire Department,Fireftr-Ap Drvr C-90.46,57.09
E03830,Fire Department,Fire Lieut-90.46 Hrs,55.19
E03831,Fire Department,Fireftr-90.46 Hrs,44.72
E03832,Fire Department,Fireftr-90.46 Hrs,53.76
E03833,Fire Department,Fireftr-90.46 Hrs,50.43
E03834,Fire Department,"Fire Capt, Sr-90.46 Hrs",71.55
E03835,Fire Department,Fireftr-Ap Drvr C-90.46,58.28
E03836,Fire Department,Fireftr-90.46 Hrs,49.48
E03837,Fire Department,Fireftr-90.46 Hrs,42.34
E03838,Fire Department,Fireftr-Ap Drvr C-90.46,60.18
E03839,Fire Department,Fireftr-90.46 Hrs,50.43
E03840,Fire Department,Fireftr-Ap Drvr C-90.46,58.28
E03841,Fire Department,Fireftr-90.46 Hrs,50.43
E03842,Fire Department,Fireftr-90.46 Hrs,47.1
E03843,Fire Department,Fire Capt-90.46 Hrs,70.29
E03844,Fire Department,Fireftr-Ap Drvr C-90.46,58.28
E03845,Fire Department,Fireftr-Ap Drvr C-90.46,53.76
E03846,Fire Department,Fireftr-90.46 Hrs,39.96
E03847,Fire Department,Fireftr-90.46 Hrs,39.96
E03848,Fire Department,Fireftr-90.46 Hrs,39.96
E03849,Fire Department,Admin Spec III-BU,40.3
E03850,Fire Department,Fire Lieut-Prev Inspector I 80,76.39
E03851,Civil Service Commissions,Civil Svc Commissioner,5.53
E03852,Seattle Center,Usher *,24.99
E03853,Seattle Center,Stage Tech *,40.94
E03854,Seattle Center,Stage Tech *,40.94
E03855,Seattle Center,Stage Tech *,40.94
E03856,Seattle Center,Stage Tech *,40.94
E03857,Seattle Center,"Accountant,Sr",51.95
E03858,Seattle Center,Security Ofcr,38.69
E03859,Seattle Center,Parking Attendant,27.02
E03860,Seattle Center,"Warehouser,Sr-BU",40.38
E03861,Seattle Center,Pntr,46.16
E03862,Seattle Center,Facilities Lead Wkr,38.75
E03863,Seattle Center,Util Laborer,31.85
E03864,Seattle Center,Laborer *,29.29
E03865,Seattle Center,Security Ofcr,31.89
E03866,Seattle Center,Security Ofcr,33.48
E03867,Seattle Center,Prjt Fund&Agreemts Coord,45.71
E03868,Seattle Public Utilities,"Capital Prjts Coord,Sr",69.48
E03869,Seattle Public Utilities,Actg Tech II-BU,35.9
E03870,Seattle Public Utilities,Actg Tech II-BU,35.9
E03871,Seattle Public Utilities,Util Act Rep II,38.55
E03872,Seattle Public Utilities,Util Act Rep II,41.7
E03873,Seattle Public Utilities,Util Act Rep II,40.1
E03874,Seattle Public Utilities,Util Act Rep II,41.7
E03875,Seattle Public Utilities,Util Svc Rep,40.35
E03876,Seattle Public Utilities,"StratAdvsr2,Utils L21SPU",75.315
E03877,Seattle Public Utilities,StratAdvsr2 L21SPU *,78.778
E03878,Seattle Public Utilities,"Civil Engrng Spec,Sr",64.43
E03879,Seattle Public Utilities,"Manager3,Utils L21SPU",83.429
E03880,Seattle Public Utilities,Student Engr Intern *,25.39
E03881,Seattle Public Utilities,"Capital Prjts Coord,Sr",69.48
E03882,Seattle Public Utilities,"Civil Engrng Spec,Asst III",50.22
E03883,Seattle Public Utilities,"StratAdvsr2,Utils L21SPU",70.971
E03884,Seattle Public Utilities,"Civil Engrng Spec,Sr",64.43
E03885,Seattle Public Utilities,Wtr Pipe Wkr,43.39
E03886,Seattle Public Utilities,Wtr Pipe Wkr,43.39
E03887,Seattle Public Utilities,Wtr Pipe Wkr Sr-WDM II,48.38
E03888,Seattle Public Utilities,Wtr Pipe Wkr Sr-WDM II,48.38
E03889,Seattle Public Utilities,Util Svc Inspector,48.34
E03890,Seattle Public Utilities,"Wtr Quality Anlyst,Supv",58.88
E03891,Seattle Public Utilities,Wtr Quality Anlyst,43.97
E03892,Seattle Public Utilities,Wtrshed Inspector,39.51
E03893,Seattle Public Utilities,"StratAdvsr2,Utils L21SPU",69.851
E03894,Seattle Public Utilities,Laborer *,30.05
E03895,Seattle Public Utilities,"Truck Drvr,Heavy",40.92
E03896,Seattle Public Utilities,"Envrnmtl Anlyst,Assoc",49.22
E03897,Seattle Public Utilities,"Envrnmtl Anlyst,Sr",60.7
E03898,Seattle Public Utilities,"StratAdvsr2,Gen Govt L21SPU",72.931
E03899,Seattle Public Utilities,"Manager3,Utils L21SPU",83.816
E03900,Seattle Public Utilities,"StratAdvsr1,Utils L21SPU",65.797
E03901,Seattle Public Utilities,Admin Spec III-BU,38.79
E03902,Seattle Public Utilities,Drainage&Wstwtr Coll Lead Wkr,45.68
E03903,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr,42.58
E03904,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr CI,43.44
E03905,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr Aprn,34.82
E03906,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr,40.97
E03907,Seattle Public Utilities,"StratAdvsr1,PC&RM L21SPU",64.343
E03908,Seattle Public Utilities,"Manager2,Utils L21SPU",65.671
E03909,Seattle Public Utilities,"Plng&Dev Spec,Sr-BU",60.83
E03910,Seattle Public Utilities,Plng&Dev Spec II,51.22
E03911,Seattle Public Utilities,"Exec Asst,Sr",60.83
E03912,Seattle Public Utilities,Gardener,34.4
E03913,Seattle Public Utilities,"Warehouser,Sr-BU *",38.92
E03914,Seattle Public Utilities,Mgmt Systs Anlyst,51.22
E03915,Seattle Public Utilities,"Trng&Ed Coord,Sr",51.22
E03916,Seattle Public Utilities,Executive1,86.69
E03917,Seattle Public Utilities,"Personnel Spec,Sr",47.56
E03918,Seattle City Light,"Publc Relations Spec,Sr",49.32
E03919,Seattle City Light,"StratAdvsr1,Utils L21C",57
E03920,Seattle City Light,"Elecl Svc Rep,Supvsng",56.38
E03921,Seattle City Light,"Elecl Svc Rep,Sr",50.43
E03922,Seattle City Light,"Manager3,CSPI&P L21C",86.16
E03923,Seattle City Light,Actg Tech II-BU,35.9
E03924,Seattle City Light,Actg Tech II-BU,34.45
E03925,Seattle City Light,"Cust Svc Rep,Sr",37.47
E03926,Seattle City Light,Util Acts Supv,45.71
E03927,Seattle City Light,Exec Asst,60.83
E03928,Seattle City Light,Security Prgms Spec,52.23
E03929,Seattle City Light,Info Technol Prof A BU,72.1329
E03930,Seattle City Light,Consv Fish Hatchery Ops,37.82
E03931,Seattle City Light,Jrnywkr In Chg,65.17
E03932,Seattle City Light,Lnwkr,61.86
E03933,Seattle City Light,Line C CC,69.6
E03934,Seattle City Light,Lnwkr Aprn,52.59
E03935,Seattle City Light,Lnwkr,61.86
E03936,Seattle City Light,Cblspl CC-Net Area,69.6
E03937,Seattle City Light,Util Constr Wkr,35.3
E03938,Seattle City Light,Elctn-Con,61.86
E03939,Seattle City Light,Prot&Cntrl Elctn II,69.07
E03940,Seattle City Light,Pwr Dispatcher,84.37
E03941,Seattle City Light,Info Technol Prof A BU,65
E03942,Seattle City Light,Info Technol Prof B-BU,66.736
E03943,Seattle City Light,"Manager3,Info Tech L21C",86.16
E03944,Seattle City Light,Info Technol Prof A BU,77.84
E03945,Seattle City Light,Actg Tech II-BU,33.24
E03946,Seattle City Light,Executive3,120.94
E03947,Seattle City Light,"StratAdvsr2,Utils L21C",72.6381
E03948,Seattle City Light,Cooperative Intern *,20.94
E03949,Seattle City Light,Student Engr Intern *,27.35
E03950,Seattle City Light,"Sfty&Hlth Spec,Sr",60.32
E03951,Seattle City Light,"Accountant,Sr",51.95
E03952,Seattle City Light,"Economist,Sr",58.37
E03953,Seattle City Light,"Pwr Anlyst,Sr",68.89
E03954,Seattle City Light,Hydroelec Maint Mach,52.49
E03955,Seattle City Light,Executive2,102.42
E03956,Seattle City Light,Camp Svc Aide *,24.99
E03957,Seattle City Light,Store Keeper,40.02
E03958,Seattle City Light,Elec-Con-Wkg CC-Asg C Coord,69.6
E03959,Seattle City Light,Elctn-Con Aprn,48.88
E03960,Seattle City Light,Generation Supv,85.45
E03961,Seattle City Light,Pwr Marketer-BU,68
E03962,Seattle City Light,Pwr Marketer-BU,68
E03963,Seattle City Light,Enrgy Mgmt Anlyst,53.79
E03964,Seattle City Light,Plng&Dev Spec II *,51.22
E03965,Seattle City Light,Carpenter,47.44
E03966,Seattle City Light,Strucl Pntr,47.77
E03967,Seattle City Light,Hydroelec Maint Mach,48.84
E03968,Seattle City Light,"StratAdvsr3,Utils L21C",71.3586
E03969,Seattle City Light,Maint Laborer,34.69
E03970,Seattle City Light,"Capital Prjts Coord,Sr",69.48
E03971,Seattle City Light,"Capital Prjts Coord,Asst",50.11
E03972,Seattle City Light,"Mgmt Systs Anlyst,Asst BU Hold",44.83
E03973,Office of Housing,"Grants&Contracts Spec,Sr",46.71
E03974,Office of Housing,Publc Relations Spec,40.71
E03975,Office of Inspector General,"Manager2,Exempt",65.199
E03976,Intergovernment Relations,"StratAdvsr2,Exempt",71.201
E03977,Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",57.3
E03978,Seattle Dept of Transportation,Civil Engr Supv,83.72
E03979,Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",57.3
E03980,Seattle Dept of Transportation,"Civil Engrng Spec,Sr",62.05
E03981,Seattle Dept of Transportation,"Real Property Agent,Sr",64.04
E03982,Seattle Dept of Transportation,"Civil Engrng Spec,Asst III",50.22
E03983,Seattle Dept of Transportation,"Civil Engr,Sr",77.67
E03984,Seattle Dept of Transportation,Civil Engr Supv,83.72
E03985,Seattle Dept of Transportation,Engrng Aide,37.4
E03986,Seattle Dept of Transportation,"Civil Engr,Assoc",64.5
E03987,Seattle Dept of Transportation,"Transp Plnr,Assoc *",51.94
E03988,Seattle Dept of Transportation,"Signal Elctn,Journey-Level",56.52
E03989,Seattle Dept of Transportation,Res&Eval Asst-BU,41.52
E03990,Seattle Dept of Transportation,"Transp Plnr,Sr",65.34
E03991,Seattle Dept of Transportation,"StratAdvsr1,General Govt",62.236
E03992,Seattle Dept of Transportation,Bridge Maint General Supv,49.04
E03993,Seattle Dept of Transportation,Installation Maint Wkr,36.04
E03994,Seattle Dept of Transportation,Elctn,54.18
E03995,Seattle Dept of Transportation,Bridge Maint Mechanic,56.52
E03996,Seattle Dept of Transportation,Bridge Op,38.58
E03997,Seattle Dept of Transportation,Gardener,33.02
E03998,Seattle Dept of Transportation,Maint Laborer,34.69
E03999,Seattle Dept of Transportation,Constr&Maint Equip Op,37.31
E04000,Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",57.3
E04001,Seattle Dept of Transportation,"Asphalt Paving CC,Asst",45.86
E04002,Seattle Dept of Transportation,"Truck Drvr,Heavy",40.92
E04003,Seattle Dept of Transportation,Truck Drvr,38.91
E04004,Seattle Dept of Transportation,Traffic Sign&Marking Lead Wkr,38.84
E04005,Seattle Dept of Transportation,"Exec Asst,Sr",63.15
E04006,Seattle Dept of Transportation,"Manager3,General Govt",75.151
E04007,Seattle Dept of Transportation,"StratAdvsr2,Fin,Bud,&Actg",73.516
E04008,Seattle Dept of Transportation,Muni Government Intern *,25.68
E04009,Seattle Dept of Transportation,Muni Government Intern *,25.68
E04010,Seattle Dept of Transportation,Muni Government Intern *,25.68
E04011,Seattle Dept of Transportation,Maint Laborer *,34.69
E04012,Seattle Dept of Transportation,Accountant,47.14
E04013,Seattle Dept of Transportation,"Manager3,Fin,Bud,&Actg",86.16
E04014,Seattle Dept of Transportation,Actg Tech II-BU,35.9
E04015,Information Technology,"Mgmt Systs Anlyst,Sr",60.83
E04016,Information Technology,"StratAdvsr2,Exempt",72.116
E04017,Information Technology,"Manager2,Exempt",73.516
E04018,Information Technology,"Info Technol Prof A,Exempt",77.479
E04019,Information Technology,Info Technol Prof B-BU,67.236
E04020,Information Technology,"Info Technol Prof A,Exempt",80.826
E04021,Information Technology,Info Technol Prof B-BU,63
E04022,Information Technology,Info Technol Prof B-BU,61.2335
E04023,Information Technology,Info Technol Prof B-BU,58.293
E04024,Information Technology,Info Technol Prof B-BU,61.498
E04025,Information Technology,Info Technol Prof B-BU,65.617
E04026,Information Technology,Info Technol Prof B-BU,60.96
E04027,Information Technology,Info Technol Prof B-BU,64.654
E04028,Information Technology,Info Technol Prof B-BU,64.89
E04029,Information Technology,Info Technol Prof B-BU,65.091
E04030,Information Technology,Info Technol Prof B-BU,61.911
E04031,Information Technology,Info Technol Prof C-BU,57.233
E04032,Information Technology,Mgmt Systs Anlyst,51.22
E04033,Information Technology,Info Technol Prof B-BU,64
E04034,Information Technology,Info Technol Prof B-BU,61.513
E04035,Information Technology,Info Technol Prof B-BU,61.294
E04036,Information Technology,Info Technol Prof C-BU,55
E04037,Sustainability & Environment,"Plng&Dev Spec,Sr-BU",60.83
E04038,Sustainability & Environment,Admin Staff Anlyst,51.22
E04039,Police Department,Pol Ofcr- Student,49.78
E04040,Police Department,Pol Ofcr- Student,49.78
E04041,Police Department,"StratAdvsr2,CL&PS",68.637
E04042,Police Department,Pol Ofcr-SWAT-BWV,69.73
E04043,Police Department,Pol Ofcr-Diver-BWV,78.87
E04044,Police Department,Parking Enf Ofcr,37.18
E04045,Police Department,Parking Enf Ofcr,37.18
E04046,Police Department,Parking Enf Ofcr,37.18
E04047,Police Department,Parking Enf Ofcr,37.18
E04048,Police Department,Parking Enf Ofcr,37.18
E04049,Police Department,Parking Enf Ofcr,37.18
E04050,Police Department,Actg Tech II-BU,35.9
E04051,Police Department,Actg Tech II-BU,35.9
E04052,Police Department,"Plng&Dev Spec,Sr-BU",56.39
E04053,Police Department,Admin Spec I-BU,34.63
E04054,Police Department,"Manager3,General Govt L17SPD",78.74
E04055,Police Department,Pol Data Tech *,39.04
E04056,Police Department,Admin Spec II-BU,37.4
E04057,Police Department,Pol Ofcr-Patrl-BWV,67.46
E04058,Police Department,Pol Ofcr-Patrl-BWV,68.76
E04059,Police Department,Pol Lieut-WC,90.73
E04060,Police Department,Pol Ofcr-Patrl-BWV,74.63
E04061,Police Department,Pol Ofcr-Patrl-BWV,68.76
E04062,Police Department,Pol Ofcr-Patrl-BWV,71.37
E04063,Police Department,Pol Ofcr-BWV,62.17
E04064,Police Department,Pol Ofcr-BWV,59.25
E04065,Police Department,Pol Lieut-WC,93.17
E04066,Police Department,Pol Ofcr-Patrl-BWV,67.46
E04067,Police Department,Pol Ofcr-Patrl-BWV,68.76
E04068,Police Department,Pol Sgt-Patrl-BWV,77.12
E04069,Police Department,Pol Sgt-Patrl-BWV,86.63
E04070,Police Department,Pol Sgt-Patrl-BWV,85.88
E04071,Police Department,Pol Ofcr-Patrl-BWV,74.63
E04072,Police Department,Admin Spec II-BU,37.4
E04073,Police Department,Pol Sgt-Patrl-BWV,86.63
E04074,Police Department,Pol Ofcr-Patrl-BWV,71.37
E04075,Police Department,Pol Ofcr-BWV,57.11
E04076,Police Department,Latent Print Examiner,53.01
E04077,Police Department,Identification Tech,44.81
E04078,Police Department,"Manager2,CL&PS L17SPD",73.827
E04079,Police Department,Pol Ofcr-Det-Non Patrl-BWV,73
E04080,Police Department,Pol Ofcr-Detective-Homicide,76.91
E04081,Police Department,Pol Ofcr-Detective,69.09
E04082,Police Department,"Mgmt Systs Anlyst,Sr BU",60.83
E04083,Police Department,Pol Recruit,36.69
E04084,Police Department,Pol Recruit,36.69
E04085,Police Department,Admin Staff Asst BU,40.02
E04086,Police Department,Admin Spec III-BU,40.3
E04087,Police Department,Crime Prev Coord,46.29
E04088,Police Department,Crime Prev Coord,50.05
E04089,Police Department,Com Svc Ofcr,48.8
E04090,Police Department,Com Svc Ofcr,45.18
E04091,Police Department,"Manager2,Exempt",68.326
E04092,Police Department,Executive3,105.838
E04093,Police Department,Pol Sgt-Detective-Patrol,79.5
E04094,Legislative Department,Legislative Asst,43.617
E04095,Legislative Department,Legislative Asst,35
E04096,Legislative Department,Legislative Asst,46.507
E04097,Legislative Department,Legislative Asst,56.229
E04098,Legislative Department,StratAdvsr-Legislative - BU,71.994
