Employee Id,Department,Job Title,Hourly Rate 
E00001,Office of Economic Development,"StratAdvsr2,Exempt",71.32
E00002,Office of Economic Development,Admin Staff Asst *,38.46
E00003,Education & Early Learning,"StratAdvsr1,Exempt",60.646
E00004,Education & Early Learning,Admin Staff Asst,44.83
E00005,Education & Early Learning,"Grants&Contracts Spec,Sr",43.1
E00006,Education & Early Learning,"Early Ed Spec,Sr BU",52.2
E00007,Police Relief & Pension Fund,Contract Employee *,94.473
E00008,Parks & Recreation,"Sfty&Hlth Spec,Sr",53.82
E00009,Parks & Recreation,High School Intern *,19.97
E00010,Parks & Recreation,High School Intern *,19.97
E00011,Parks & Recreation,Cooperative Intern *,20.94
E00012,Parks & Recreation,High School Intern *,19.97
E00013,Parks & Recreation,Cooperative Intern *,20.94
E00014,Parks & Recreation,High School Intern *,19.97
E00015,Parks & Recreation,High School Intern *,19.97
E00016,Parks & Recreation,High School Intern *,19.97
E00017,Parks & Recreation,"Accountant,Prin",58.37
E00018,Parks & Recreation,Rec Attendant *,24.99
E00019,Parks & Recreation,Rec Attendant *,24.99
E00020,Parks & Recreation,Rec Attendant *,24.99
E00021,Parks & Recreation,Rec Attendant *,24.99
E00022,Parks & Recreation,Rec Attendant *,24.99
E00023,Parks & Recreation,Tennis Instructor *,34.02
E00024,Parks & Recreation,Tennis Instructor,39.47
E00025,Parks & Recreation,"Manager2,Parks&Rec",64.5
E00026,Parks & Recreation,"Park Ranger, Senior",38.69
E00027,Parks & Recreation,Pntr,46.16
E00028,Parks & Recreation,Drainage&Wstwtr Coll CC,56.75
E00029,Parks & Recreation,Maint Laborer,34.69
E00030,Parks & Recreation,Maint Laborer,34.69
E00031,Parks & Recreation,Pool Maint Wkr,36.04
E00032,Parks & Recreation,Golf Course Maint Supv,53.79
E00033,Parks & Recreation,"Manager1,Parks&Rec",65.673
E00034,Parks & Recreation,Arboriculturist,46.14
E00035,Parks & Recreation,Laborer,31.13
E00036,Parks & Recreation,Laborer,31.13
E00037,Parks & Recreation,Maint Laborer,34.69
E00038,Parks & Recreation,"Gardener,Sr",38.46
E00039,Parks & Recreation,Laborer,31.13
E00040,Parks & Recreation,Util Laborer,31.85
E00041,Parks & Recreation,Grounds Maint Lead Wkr,38.75
E00042,Parks & Recreation,Maint Laborer,34.69
E00043,Parks & Recreation,Laborer,31.13
E00044,Parks & Recreation,Aquatic Cntr Coord,47.73
E00045,Parks & Recreation,Lifeguard *,24.99
E00046,Parks & Recreation,Lifeguard *,24.99
E00047,Parks & Recreation,Lifeguard *,24.99
E00048,Parks & Recreation,"Aquatic Cntr Coord,Asst",40.26
E00049,Parks & Recreation,"Lifeguard,Sr",29.13
E00050,Parks & Recreation,Lifeguard *,24.99
E00051,Parks & Recreation,Lifeguard *,24.99
E00052,Parks & Recreation,Lifeguard *,24.99
E00053,Parks & Recreation,Lifeguard *,24.99
E00054,Parks & Recreation,Lifeguard *,24.99
E00055,Parks & Recreation,Lifeguard *,24.99
E00056,Parks & Recreation,Lifeguard *,24.99
E00057,Parks & Recreation,Lifeguard *,24.99
E00058,Parks & Recreation,Cust Svc Rep,32.31
E00059,Parks & Recreation,Lifeguard *,24.99
E00060,Parks & Recreation,Rec Prgm Spec,45.44
E00061,Parks & Recreation,Lifeguard *,24.99
E00062,Parks & Recreation,Lifeguard *,24.99
E00063,Parks & Recreation,Rec Attendant *,24.99
E00064,Parks & Recreation,Rec Attendant *,24.99
E00065,Parks & Recreation,Rec Attendant *,24.99
E00066,Parks & Recreation,Rec Attendant *,24.99
E00067,Parks & Recreation,Rec Attendant *,24.99
E00068,Parks & Recreation,Rec Cntr Coord,51.23
E00069,Parks & Recreation,Rec Attendant *,24.99
E00070,Parks & Recreation,Rec Attendant *,24.99
E00071,Parks & Recreation,Rec Attendant *,24.99
E00072,Parks & Recreation,Rec Attendant *,24.99
E00073,Parks & Recreation,Rec Attendant *,24.99
E00074,Parks & Recreation,Rec Leader *,31.63
E00075,Parks & Recreation,"Rec Cntr Coord,Asst",46.52
E00076,Parks & Recreation,Rec Cntr Coord,51.23
E00077,Parks & Recreation,Rec Attendant *,24.99
E00078,Parks & Recreation,Rec Prgm Spec,40.59
E00079,Parks & Recreation,Rec Attendant *,24.99
E00080,Parks & Recreation,Rec Attendant *,24.99
E00081,Parks & Recreation,Work Trng Enrollee *,19.97
E00082,Parks & Recreation,Work Trng Enrollee *,19.97
E00083,Off of Emergency Mngmnt Dept,"StratAdvsr2,CL&PS L17",67.317
E00084,Human Services Department,Executive2,101.035
E00085,Human Services Department,"StratAdvsr2,Human Svcs",73.033
E00086,Human Services Department,Mgmt Systs Anlyst BU,49.32
E00087,Human Services Department,"Personnel Spec,Sr",49.32
E00088,Human Services Department,"Human Svcs Prgm Supv,Sr",57.92
E00089,Human Services Department,Counslr,45.92
E00090,Human Services Department,Counslr,45.92
E00091,Human Services Department,Counslr,45.92
E00092,Human Services Department,Counslr,40.97
E00093,Human Services Department,Counslr,45.92
E00094,Human Services Department,Counslr,45.92
E00095,Human Services Department,Victim Advocate BU,44.04
E00096,City of Seattle,Executive1,80.347
E00097,Arts & Culture,"StratAdvsr2,Exempt",60
E00098,Arts & Culture,Arts Prgm Supv,55.33
E00099,Finance & Admin Services,"Personnel Spec,Sr",49.32
E00100,Finance & Admin Services,"StratAdvsr2,Fin,Bud,&Actg",72.419
E00101,Finance & Admin Services,Facility Techl Supv,53.01
E00102,Finance & Admin Services,Elctn CC,59.38
E00103,Finance & Admin Services,"StratAdvsr2,P&FM",73.98
E00104,Finance & Admin Services,"Mgmt Systs Anlyst,Asst",44.83
E00105,Finance & Admin Services,Auto Mechanic - Spec,53.12
E00106,Finance & Admin Services,Auto Mechanic,45.83
E00107,Finance & Admin Services,Auto Body Wkr/Pntr,45.41
E00108,Finance & Admin Services,Auto Mechanic,51.56
E00109,Finance & Admin Services,Auto Mechanic Pre-Aprn*,27.07
E00110,Finance & Admin Services,"Warehouser,Sr-BU",40.38
E00111,Finance & Admin Services,"StratAdvsr1,Exempt",60.99
E00112,Finance & Admin Services,"StratAdvsr1,PC&RM",61.867
E00113,Finance & Admin Services,"StratAdvsr1,PC&RM",67.11
E00114,Finance & Admin Services,Accountant,47.14
E00115,Finance & Admin Services,"Manager2,General Govt",70.762
E00116,Finance & Admin Services,"Manager2,General Govt",70.763
E00117,Finance & Admin Services,"Cust Svc Rep,Sr",37.47
E00118,Finance & Admin Services,Licenses&Standards Inspector,47.78
E00119,Finance & Admin Services,Cust Svc Rep,34.78
E00120,Finance & Admin Services,"Cust Svc Rep,Sr",37.47
E00121,Finance & Admin Services,"StratAdvsr2,General Govt",67.119
E00122,Seattle Dept of Human Resource,Personnel Anlyst,51.22
E00123,Seattle Dept of Human Resource,Workers' Comp Anlyst,47.56
E00124,Seattle Dept of Human Resource,"Personnel Anlyst,Sr-Comp",59.63
E00125,Seattle Dept of Human Resource,Accountant,47.14
E00126,Seattle Dept of Human Resource,"Mgmt Systs Anlyst,Sr",54.3
E00127,Seattle Dept of Human Resource,"StratAdvsr3,General Govt",80.416
E00128,City Budget Office,"StratAdvsr2,Exempt",78.567
E00129,City Budget Office,"StratAdvsr2,Exempt-P",69.36
E00130,Construction & Inspections,Land Use Plnr II,57.25
E00131,Construction & Inspections,Land Use Plnr IV,65.34
E00132,Construction & Inspections,Permit Spec II,49.32
E00133,Construction & Inspections,Permit Spec II,49.32
E00134,Construction & Inspections,Permit Spec II,49.32
E00135,Construction & Inspections,Permit Spec II,45.71
E00136,Construction & Inspections,Pressure Systs Inspector(J),55.05
E00137,Construction & Inspections,Mech Inspector(J)- BU,55.33
E00138,Construction & Inspections,Site Dev Insp,52.41
E00139,Construction & Inspections,"Housing/Zoning Inspector,Sr",54.25
E00140,Construction & Inspections,Inspection Support Anlyst,54.25
E00141,Construction & Inspections,Actg Tech II-BU,35.9
E00142,Construction & Inspections,Executive2,102.158
E00143,Construction & Inspections,"StratAdvsr2,Info Technol",73.096
E00144,Fire Department,Actg Tech II-BU,33.24
E00145,Fire Department,Executive4,142.65
E00146,Fire Department,Fireftr-Dispatcher-84 Hrs,63.02
E00147,Fire Department,Fire Lieut-Dispatcher-84 Hrs,65.83
E00148,Fire Department,Fireftr-HM-90.46 Hrs,53.29
E00149,Fire Department,Fireftr-Staff10-84 Hrs,66.87
E00150,Fire Department,Fireftr-Ap Drvr C-90.46,57.09
E00151,Fire Department,Fireftr-HM-90.46 Hrs,53.29
E00152,Fire Department,Fireftr-HM-90.46 Hrs,49.96
E00153,Fire Department,Fireboat Engr-90.46 Hrs,72.19
E00154,Fire Department,Fire Capt-RB-90.46 Hrs,71.96
E00155,Fire Department,Fireftr-VRT Ap DrvrC-90.46 Hrs,57.09
E00156,Fire Department,Fireftr-90.46 Hrs,50.43
E00157,Fire Department,Fireftr-HM-Ap Drvr C-90.46 Hrs,63.52
E00158,Fire Department,Fireftr-FB-90.46 Hrs,51.86
E00159,Fire Department,Fireftr-90.46 Hrs,44.72
E00160,Fire Department,Fireftr-ParamedTechSr-90.46,63.75
E00161,Fire Department,Fireftr-Paramed Tech-90.46 Hrs,58.52
E00162,Fire Department,Fireftr-90.46 Hrs,47.1
E00163,Fire Department,Fireftr-Ap Drvr C-90.46,58.28
E00164,Fire Department,Fireftr-Ap Drvr C-90.46,53.76
E00165,Fire Department,Fireftr-90.46 Hrs,44.72
E00166,Fire Department,Fireftr-Ap Drvr C-90.46,53.76
E00167,Fire Department,Fireftr-90.46 Hrs,47.1
E00168,Fire Department,Fireftr-90.46 Hrs,42.34
E00169,Fire Department,Fireftr-90.46 Hrs,47.1
E00170,Fire Department,Fire Capt-90.46 Hrs,67.56
E00171,Fire Department,Fireftr-TRT Dive-90.46 Hrs,53.29
E00172,Fire Department,Fireftr-TRT Dive-90.46 Hrs,59.71
E00173,Fire Department,Fire Lieut-90.46 Hrs,63.98
E00174,Fire Department,Fireftr-90.46 Hrs,44.72
E00175,Fire Department,Fireftr-90.46 Hrs,50.43
E00176,Fire Department,Fireftr-90.46 Hrs,42.34
E00177,Fire Department,"Fire Capt, Sr-90.46 Hrs",73.45
E00178,Fire Department,Fire Lieut-Trng Div-80 Hrs,69.12
E00179,Fire Department,Fireftr-90.46 Hrs,47.1
E00180,Fire Department,Fireftr-90.46 Hrs,42.34
E00181,Fire Department,Fireftr-90.46 Hrs,44.72
E00182,Fire Department,Fireftr-Ap Drvr C-90.46,53.76
E00183,Fire Department,Fireftr-Ap Drvr C-90.46,60.18
E00184,Fire Department,Fire Lieut-90.46 Hrs,58.51
E00185,Fire Department,Fireftr-80 Hrs,47.88
E00186,Fire Department,"Fire Lieut, Sr-90.46 Hrs",65.08
E00187,Fire Department,Fire Battalion Chief-91.4 Hrs,75.75
E00188,Fire Department,Fireftr-Prev Insp I-80 Hrs,68.32
E00189,Seattle Center,Usher *,24.99
E00190,Seattle Center,Usher *,24.99
E00191,Seattle Center,Usher *,24.99
E00192,Seattle Center,Stage Tech *,40.94
E00193,Seattle Center,Stage Tech *,40.94
E00194,Seattle Center,Stage Tech *,40.94
E00195,Seattle Center,Stage Tech *,36.05
E00196,Seattle Center,Sound&Video Equip Tech,48.08
E00197,Seattle Center,Admin Support Supv-BU,42.63
E00198,Seattle Center,"Manager1,Fin,Bud,&Actg",64.05
E00199,Seattle Center,"Personnel Spec,Asst",37.82
E00200,Seattle Center,"Events Booking Rep,Sr",51.22
E00201,Seattle Center,Admin Staff Anlyst,51.22
E00202,Seattle Center,Security Ofcr,31.89
E00203,Seattle Center,Parking Attendant *,24.98
E00204,Seattle Center,Gardener,33.02
E00205,Seattle Center,Laborer,31.13
E00206,Seattle Center,Capital Prjts Coord,60.71
E00207,Seattle Public Utilities,Opns Response Cntr Op,41.71
E00208,Seattle Public Utilities,"Sfty&Hlth Spec,Sr-BU",60.32
E00209,Seattle Public Utilities,Meter Reader,35.47
E00210,Seattle Public Utilities,Meter Reader,35.47
E00211,Seattle Public Utilities,Util Act Rep II,41.7
E00212,Seattle Public Utilities,Util Act Rep I,37.08
E00213,Seattle Public Utilities,Util Act Rep II,37.08
E00214,Seattle Public Utilities,Util Svc Rep,45.27
E00215,Seattle Public Utilities,Muni Government Intern *,25.68
E00216,Seattle Public Utilities,"Surveyor,Chief",71.59
E00217,Seattle Public Utilities,Cooperative Intern *,20.94
E00218,Seattle Public Utilities,Engrng Aide,35.93
E00219,Seattle Public Utilities,Civil Engr Supv,83.72
E00220,Seattle Public Utilities,Executive2,102.417
E00221,Seattle Public Utilities,"Civil Engr,Sr",77.67
E00222,Seattle Public Utilities,"Util Maint Spec,Sr-SPU",47.23
E00223,Seattle Public Utilities,"Manager3,Utils L21SPU",86.164
E00224,Seattle Public Utilities,Wtr Pipe Wkr Aprn,37.99
E00225,Seattle Public Utilities,Wtr Pipe Wkr Sr-WDM II,48.38
E00226,Seattle Public Utilities,Info Technol Prof B-BU,58
E00227,Seattle Public Utilities,Forest Maint Wkr *,38.74
E00228,Seattle Public Utilities,Maint Laborer *,34.69
E00229,Seattle Public Utilities,Facilities Maint Wkr,38.75
E00230,Seattle Public Utilities,"StratAdvsr3,Utils L21SPU",74.174
E00231,Seattle Public Utilities,"Civil Engrng Spec,Sr",64.43
E00232,Seattle Public Utilities,Info Technol Prof B-BU,63.904
E00233,Seattle Public Utilities,"StratAdvsr3,Gen Govt L21SPU",86.164
E00234,Seattle Public Utilities,Capital Prjts Coord,60.71
E00235,Seattle Public Utilities,Drainage&Wstwtr Coll Lead Wkr,45.68
E00236,Seattle Public Utilities,Drainage&Wstwtr Coll Lead Wkr,45.68
E00237,Seattle Public Utilities,Drainage&Wstwtr Lead Wkr CII,47.48
E00238,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr Aprn,34.82
E00239,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr Aprn,34.82
E00240,Seattle Public Utilities,Drainage&Wstwtr Coll Wkr,42.58
E00241,Seattle Public Utilities,Drainage&Wstwtr Lead Wkr CII,47.48
E00242,Seattle Public Utilities,"Solid Wst Fld Rep,Lead",53.45
E00243,Seattle Public Utilities,Cooperative Intern *,20.94
E00244,Seattle Public Utilities,"StratAdvsr2,Exempt",60.349
E00245,Seattle Public Utilities,"StratAdvsr1,Fin,Bud,&Ac L21SPU",63.268
E00246,Seattle Public Utilities,Info Technol Prof B-BU,60.966
E00247,Seattle Public Utilities,Laborer *,29.29
E00248,Seattle City Light,"Elecl Svc Rep,Sr",46.55
E00249,Seattle City Light,Elecl Svc Rep,46.55
E00250,Seattle City Light,"StratAdvsr2,General Govt L21C",66.2319
E00251,Seattle City Light,Cust Svc Rep,34.78
E00252,Seattle City Light,"Manager2,Fin,Bud,&Actg L21C",78.78
E00253,Seattle City Light,Tour Guide II *,25.92
E00254,Seattle City Light,"StratAdvsr2,Utils L21C",78.78
E00255,Seattle City Light,"Envrnmtl Anlyst,Sr",62.96
E00256,Seattle City Light,Mgmt Systs Anlyst BU Holding,51.22
E00257,Seattle City Light,Elctn-Con,61.86
E00258,Seattle City Light,Lnwkr,61.86
E00259,Seattle City Light,Lnwkr Aprn,45.17
E00260,Seattle City Light,Mat Suplr-Asg Leo/Pdm/Hb,49.34
E00261,Seattle City Light,"MatSup,Elec-Asg Cs &/or Cdt",42.44
E00262,Seattle City Light,Line C CC,69.6
E00263,Seattle City Light,Warehouser-BU,35.31
E00264,Seattle City Light,Lnwkr,61.86
E00265,Seattle City Light,Line C CC,69.6
E00266,Seattle City Light,Mat Suplr-Asg Leo/Pdm/Hb,49.34
E00267,Seattle City Light,Lnwkr,61.86
E00268,Seattle City Light,Mat Suplr-Asg Leo/Pdm/Hb,49.34
E00269,Seattle City Light,Rights-Of-Way Maint Wkr,38.84
E00270,Seattle City Light,Arboriculturist,48.07
E00271,Seattle City Light,Cblspl Aprn,41.45
E00272,Seattle City Light,Cblspl CC-Net Area,69.6
E00273,Seattle City Light,Elctn-Con,61.86
E00274,Seattle City Light,Elctn-Con,61.86
E00275,Seattle City Light,Elctn-Con,61.86
E00276,Seattle City Light,Prot&Cntrl Elctn CC,79.74
E00277,Seattle City Light,"Personnel Spec,Asst",36.37
E00278,Seattle City Light,Meter Elctn Working CC,64.49
E00279,Seattle City Light,StratAdvsr2 *,63.6405
E00280,Seattle City Light,Cooperative Intern *,20.94
E00281,Seattle City Light,Cooperative Intern *,20.94
E00282,Seattle City Light,Cooperative Intern *,20.94
E00283,Seattle City Light,"Sfty&Hlth Spec,Sr",55.98
E00284,Seattle City Light,Mgmt Systs Anlyst BU Holding,49.32
E00285,Seattle City Light,Generation Supv-BU,85.45
E00286,Seattle City Light,Elctn-Con,61.86
E00287,Seattle City Light,Maint Laborer,34.69
E00288,Seattle City Light,Hydroelec Op I,49.45
E00289,Seattle City Light,"Civil Engrng Spec,Assoc",49.22
E00290,Seattle City Light,Admin Spec II-BU,37.4
E00291,Seattle City Light,"Enrgy Mgmt Anlyst,Sr",62.14
E00292,Seattle City Light,"Enrgy Mgmt Anlyst,Sr",67.14
E00293,Seattle City Light,Elctn-Con,61.86
E00294,Seattle City Light,Admin Staff Asst,44.83
E00295,Seattle City Light,Property Mgmt Spec,59.62
E00296,Seattle City Light,Engrng Aide,38.79
E00297,Seattle City Light,"Elecl Engr,Assoc",62.14
E00298,Seattle City Light,Technical Writer,47.17
E00299,Seattle City Light,"Elecl Engrng Spec,Sr",64.43
E00300,Seattle City Light,"StratAdvsr2,Utils L21C",78.78
E00301,Seattle City Light,"Elecl Engr,Asst I",45.89
E00302,Seattle City Light,"StratAdvsr2,Utils L21C",71.5313
E00303,Office of Housing,"StratAdvsr1,Human Svcs",65.286
E00304,Hearing Examiner,Hearing Examiner,104.0923
E00305,Immigrant & Refugee Affairs,"StratAdvsr1,Exempt",59.383
E00306,Office of Inspector General,"StratAdvsr1,Exempt",59.908
E00307,Seattle Dept of Transportation,"StratAdvsr3,Engrng&Plans Rev",86.16
E00308,Seattle Dept of Transportation,"StratAdvsr2,Engrng&Plans Rev",77.499
E00309,Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",57.3
E00310,Seattle Dept of Transportation,"Civil Engrng Spec,Assoc",57.3
E00311,Seattle Dept of Transportation,"Civil Engr,Sr",77.67
E00312,Seattle Dept of Transportation,"StratAdvsr3,Exempt",86.16
E00313,Seattle Dept of Transportation,"Civil Engr,Assoc",64.5
E00314,Seattle Dept of Transportation,Executive2,99.433
E00315,Seattle Dept of Transportation,Executive2,96.229
E00316,Seattle Dept of Transportation,"Civil Engr,Sr",77.67
E00317,Seattle Dept of Transportation,"Civil Engr,Assoc",57.41
E00318,Seattle Dept of Transportation,"StratAdvsr2,General Govt",73.516
E00319,Seattle Dept of Transportation,Bridge Carpentry&Maint Lead,47.44
E00320,Seattle Dept of Transportation,Bridge Elecl CC,61.75
E00321,Seattle Dept of Transportation,Bridge Elecl Maint Supv,60
E00322,Seattle Dept of Transportation,Maint Laborer,34.69
E00323,Seattle Dept of Transportation,Constr&Maint Equip Op,38.83
E00324,Seattle Dept of Transportation,Maint Laborer,34.69
E00325,Seattle Dept of Transportation,Cement Finisher,39.86
E00326,Seattle Dept of Transportation,Street Paving CC,46.21
E00327,Seattle Dept of Transportation,Traffic Sign&Marking CC I,47.09
E00328,Seattle Dept of Transportation,Capital Prjts Coord,54.03
E00329,Seattle Dept of Transportation,"Capital Prjts Coord,Sr",66.95
E00330,Seattle Dept of Transportation,"Publc Relations Spec,Sr",45.71
E00331,Seattle Dept of Transportation,"Prjt Fund&Agreemts Coord,Sr",52.2
E00332,Seattle Dept of Transportation,Cooperative Intern *,20.94
E00333,Seattle Dept of Transportation,Muni Government Intern *,25.68
E00334,Seattle Dept of Transportation,Actg Tech II-BU *,32.06
E00335,Seattle Dept of Transportation,"Civil Engrng Spec,Sr",64.43
E00336,Seattle Dept of Transportation,"Economist,Prin",66.48
E00337,Information Technology,"StratAdvsr2,General Govt",73.516
E00338,Information Technology,"StratAdvsr1,General Govt",67.8
E00339,Information Technology,Info Technol Prof B-BU,63.071
E00340,Information Technology,"Info Technol Prof A,Exempt",80.522
E00341,Information Technology,"Info Technol Prof A,Exempt",84.557
E00342,Information Technology,Info Technol Prof B-BU,60.943
E00343,Information Technology,Info Technol Prof B-BU,58.71
E00344,Information Technology,Info Technol Prof B-BU,62.636
E00345,Information Technology,Info Technol Prof B-BU,60.96
E00346,Information Technology,Info Technol Prof B-BU,65
E00347,Information Technology,Info Technol Prof B-BU,64.923
E00348,Information Technology,"Info Technol Prof A,Exempt",78.441
E00349,Information Technology,Info Technol Prof C-BU,53.135
E00350,Information Technology,Info Technol Prof B-BU,66.048
E00351,Information Technology,"Info Technol Prof A,Exempt",81.612
E00352,Information Technology,"Info Technol Prof A,Exempt",79.551
E00353,Information Technology,Info Technol Prof B-BU,62.293
E00354,Sustainability & Environment,"StratAdvsr1,General Govt",63.641
E00355,Sustainability & Environment,"StratAdvsr3,Exempt",79.002
E00356,Sustainability & Environment,"Fin Anlyst,Sr",56.2
E00357,Police Department,Pol Ofcr- Student,53.39
E00358,Police Department,Pol Ofcr- Student,49.78
E00359,Police Department,Pol Ofcr-Patrl-BWV,71.37
E00360,Police Department,Pol Capt,110.88
E00361,Police Department,Parking Enf Ofcr,37.18
E00362,Police Department,"Manager3,General Govt L17SPD",81.322
E00363,Police Department,Admin Spec II-BU,35.89
E00364,Police Department,Pol Data Tech Supv,49.89
E00365,Police Department,Pol Data Tech *,39.04
E00366,Police Department,Pol Ofcr-Patrl-BWV,68.76
E00367,Police Department,Pol Ofcr-Patrl-BWV,75.28
E00368,Police Department,Pol Ofcr-BWV,57.11
E00369,Police Department,Pol Sgt-Patrl-BWV,82.13
E00370,Police Department,Pol Ofcr-BWV,59.25
E00371,Police Department,Pol Ofcr-BWV,62.17
E00372,Police Department,Pol Ofcr-BWV,59.25
E00373,Police Department,Pol Ofcr-Patrl-BWV,74.63
E00374,Police Department,Pol Ofcr-BWV,59.25
E00375,Police Department,Pol Ofcr-BWV,66.48
E00376,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00377,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00378,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00379,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00380,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00381,Police Department,Pol Ofcr-BWV,62.17
E00382,Police Department,Pol Ofcr-Patrl-BWV,68.76
E00383,Police Department,Pol Ofcr-Patrl-BWV,67.46
E00384,Police Department,"Evidence Control Spec, Chief",49.99
E00385,Police Department,Video Spec II BU *,45.71
E00386,Police Department,Pol Sgt-Detective-Non Patrol,87
E00387,Police Department,Pol Ofcr-Patrl-BWV,76.59
E00388,Police Department,Pol Lieut,83.31
E00389,Police Department,Pol Lieut,95.71
E00390,Police Department,Pol Recruit,36.69
E00391,Police Department,Pol Recruit,36.69
E00392,Police Department,Pol Sgt-Patrl-BWV,85.88
E00393,Police Department,Admin Staff Asst BU,44.83
E00394,Police Department,Com Svc Ofcr Supv,51.64
E00395,Legislative Department,StratAdvsr-Legislative - BU,75.666
E00396,Office of Labor Standards,Plng&Dev Spec II,49.32
E00397,Mayor's Office,Executive4,107.203
E00398,Mayor's Office,"StratAdvsr2,Exempt",60.433
E00399,Community Police Commission,"StratAdvsr2,Exempt",62.26
E00400,Office for Civil Rights,"Civil Rights Anlyst,Sr",53.83
E00401,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher II,41.7
E00402,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher III,54.52
E00403,Commnty Asst Resp & Engagmt,"Manager2,CL&PS-P",70.66
E00404,Commnty Asst Resp & Engagmt,911 Emerg Comm Anly,56.32
E00405,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher I,36.34
E00406,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher I,37.7
E00407,Commnty Asst Resp & Engagmt,911 Emerg Comm Anly,52.29
E00408,Commnty Asst Resp & Engagmt,911 Emerg Comm Dispatcher II,46.71
E00409,Seattle Public Library,Library Assoc II,30.02
E00410,Seattle Public Library,Library Assoc IV,36.16
E00411,Seattle Public Library,Library Assoc II,33.15
E00412,Seattle Public Library,Library Assoc II,33.15
E00413,Seattle Public Library,Library Assoc II,31.57
E00414,Seattle Public Library,Web Development Manager,59.05
E00415,Seattle Public Library,Selection Svcs Librn,58.27
E00416,Seattle Public Library,Mats Distrib Svcs Mgr,58.67
E00417,Seattle Public Library,Operations Supervisor,54.94
E00418,Seattle Public Library,Page,30.27
E00419,Seattle Public Library,Page,26.2
E00420,Seattle Public Library,Librn,50.55
E00421,Seattle Public Library,Public Svcs Prgm Mgr,49.1
E00422,Seattle Public Library,Fin Anlyst Exempt,55.32
E00423,Seattle Public Library,Janitor-Library,29.78
E00424,Office of Economic Development,Admin Staff Asst,41.52
E00425,Office of Economic Development,"StratAdvsr3,Exempt",74.236
E00426,Education & Early Learning,"Plng&Dev Spec,Sr-BU",60.83
E00427,Education & Early Learning,Human Svcs Coord,44.78
E00428,Education & Early Learning,Human Svcs Prgm Supv,49.77
E00429,Parks & Recreation,Personnel Spec,45.71
E00430,Parks & Recreation,Cooperative Intern *,20.94
E00431,Parks & Recreation,High School Intern *,19.97
E00432,Parks & Recreation,High School Intern *,19.97
E00433,Parks & Recreation,"Manager2,Parks&Rec",67.481
E00434,Parks & Recreation,Mgmt Systs Anlyst Supv,66.69
E00435,Parks & Recreation,Plng&Dev Spec II,53.19
E00436,Parks & Recreation,"Capital Prjts Coord,Asst",56.23
E00437,Parks & Recreation,Admin Spec III-BU,40.3
E00438,Parks & Recreation,Rec Attendant *,24.99
E00439,Parks & Recreation,Rec Attendant *,24.99
E00440,Parks & Recreation,Volunteer Prgms Coord,44.47
E00441,Parks & Recreation,Rec Attendant *,24.99
E00442,Parks & Recreation,Tennis Instructor *,34.02
E00443,Parks & Recreation,Tennis Instructor *,34.02
E00444,Parks & Recreation,Tennis Instructor *,34.02
E00445,Parks & Recreation,Util Laborer *,31.85
E00446,Parks & Recreation,Park Ranger,33.48
E00447,Parks & Recreation,Park Ranger,33.48
E00448,Parks & Recreation,Mgmt Systs Anlyst Supv,66.69
E00449,Parks & Recreation,Carpenter,47.44
E00450,Parks & Recreation,Pntr,46.16
E00451,Parks & Recreation,Plumber,52.18
E00452,Parks & Recreation,Maint Laborer,34.69
E00453,Parks & Recreation,Maint Laborer,34.69
E00454,Parks & Recreation,Golf Course Maint Supv,53.79
E00455,Parks & Recreation,Gardener,34.4
E00456,Parks & Recreation,Gardener,34.4
E00457,Parks & Recreation,Maint Laborer,34.69
E00458,Parks & Recreation,Parks Maint CC,53.97
E00459,Parks & Recreation,Laborer,31.13
E00460,Parks & Recreation,"Trng&Ed Coord,Sr",47.56
E00461,Parks & Recreation,Maint Laborer,34.69
E00462,Parks & Recreation,Maint Laborer,34.69
E00463,Parks & Recreation,Parks Maint CC,53.97
E00464,Parks & Recreation,Maint Laborer,34.69
E00465,Parks & Recreation,"Gardener,Sr",38.46
E00466,Parks & Recreation,"Lifeguard,Sr",29.13
E00467,Parks & Recreation,Lifeguard *,24.99
E00468,Parks & Recreation,Lifeguard,24.99
E00469,Parks & Recreation,Lifeguard *,24.99
E00470,Parks & Recreation,"Lifeguard,Sr",29.13
E00471,Parks & Recreation,Lifeguard *,24.99
E00472,Parks & Recreation,Lifeguard *,24.99
E00473,Parks & Recreation,Cust Svc Rep,32.31
E00474,Parks & Recreation,Lifeguard *,24.99
E00475,Parks & Recreation,Lifeguard *,24.99
E00476,Parks & Recreation,Lifeguard *,24.99
E00477,Parks & Recreation,Lifeguard *,24.99
E00478,Parks & Recreation,Aquatic Cntr Coord,47.73
E00479,Parks & Recreation,Cashier *,24.98
